City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
214,Nikolskoye,RU,2021-12-20 23:32:49,59.7035,30.7861,6.03,95,100,7.2
215,Clyde River,CA,2021-12-20 23:32:50,70.4692,-68.5914,14.23,92,90,2.3
216,Komsomolskiy,UZ,2021-12-20 23:32:50,40.4272,71.7189,31.42,86,19,6.91
217,Mussomeli,IT,2021-12-20 23:32:50,37.5778,13.7513,43.2,91,3,3.69
218,Lysyye Gory,RU,2021-12-20 23:32:51,51.5506,44.8414,18.21,98,26,3.67
219,Khuzhir,RU,2021-12-20 23:32:51,53.1939,107.3397,4.23,75,36,4.52
220,Torbay,CA,2021-12-20 23:30:05,47.6666,-52.7314,22.68,78,40,14.97
221,Lahat,ID,2021-12-20 23:32:51,-3.8,103.5333,72.5,94,100,1.95
222,Mount Isa,AU,2021-12-20 23:31:09,-20.7333,139.5,91.17,40,21,5.75
223,Meulaboh,ID,2021-12-20 23:33:52,4.1363,96.1285,75.4,91,100,3.87
224,Hirara,JP,2021-12-20 23:33:52,24.8,125.2833,66.06,82,75,6.91
225,Sistranda,NO,2021-12-20 23:33:11,63.7256,8.834,37.36,82,100,12.44
226,Mountain Home,US,2021-12-20 23:33:52,43.133,-115.6912,48.94,87,90,16.11
227,Talnakh,RU,2021-12-20 23:33:53,69.4865,88.3972,-30.8,94,69,3.74
228,Oum Hadjer,TD,2021-12-20 23:33:53,13.2954,19.6966,69.98,23,7,11.41
229,Nhulunbuy,AU,2021-12-20 23:33:53,-12.2333,136.7667,88.41,55,75,10.36
230,Bantou,CN,2021-12-20 23:33:54,26.2151,117.4893,51.4,98,100,2.08
231,Castro,BR,2021-12-20 23:33:54,-24.7911,-50.0119,61.93,67,5,6.04
232,Yarada,IN,2021-12-20 23:33:54,17.65,83.2667,64.72,88,20,2.3
233,Pemangkat,ID,2021-12-20 23:33:55,1.1667,108.9667,77.58,90,99,3.89
234,Saint-Georges,GD,2021-12-20 23:33:55,12.0564,-61.7485,78.48,78,20,10.36
235,Northam,GB,2021-12-20 23:33:55,51.0333,-4.2167,47.01,83,76,11.25
236,Golden,US,2021-12-20 23:29:47,39.7555,-105.2211,56.98,23,20,3.0
237,Labuhan,ID,2021-12-20 23:33:56,-6.8844,112.2051,77.32,89,100,5.66
238,Havelock,US,2021-12-20 23:33:56,34.8791,-76.9013,45.95,82,1,1.99
239,Huanren,CN,2021-12-20 23:33:56,41.2647,125.3667,18.41,83,13,4.29
240,Dingle,PH,2021-12-20 23:33:57,10.9995,122.6711,78.94,88,93,7.76
241,Karpogory,RU,2021-12-20 23:33:57,64.0019,44.4451,-0.8,98,94,3.96
242,Pangody,RU,2021-12-20 23:33:57,65.85,74.4859,-22.34,86,92,12.91
243,Ratodero,PK,2021-12-20 23:33:57,27.803,68.2871,46.42,15,24,3.38
244,Nosy Varika,MG,2021-12-20 23:33:58,-20.5833,48.5333,74.3,96,100,4.09
245,Aripuana,BR,2021-12-20 23:31:05,-9.1667,-60.6333,74.37,98,100,1.34
246,Mweka,CD,2021-12-20 23:33:58,-4.85,21.5667,69.76,88,93,0.94
247,Husavik,IS,2021-12-20 23:33:59,66.0449,-17.3389,31.91,90,46,3.6
248,Novobureyskiy,RU,2021-12-20 23:33:59,49.798,129.8774,-2.58,92,100,13.8
249,Rawlins,US,2021-12-20 23:33:17,41.7911,-107.2387,37.62,38,1,11.5
250,Hue,VN,2021-12-20 23:31:44,16.4667,107.6,66.31,82,75,5.75
251,Dera Ghazi Khan,PK,2021-12-20 23:33:59,30.0561,70.6348,54.63,17,0,8.61
252,Wladyslawowo,PL,2021-12-20 23:34:00,54.7909,18.4009,31.41,52,100,20.29
253,Yumen,CN,2021-12-20 23:34:00,40.2833,97.2,26.38,28,54,15.41
254,Susanville,US,2021-12-20 23:32:29,40.4163,-120.653,30.67,73,90,0.0
255,Vila,PT,2021-12-20 23:34:00,42.0304,-8.1588,47.28,93,100,4.5
256,Te Anau,NZ,2021-12-20 23:34:00,-45.4167,167.7167,60.44,62,91,13.38
257,Mayo,US,2021-12-20 23:34:01,38.8876,-76.5119,38.1,70,1,1.01
258,Djenne,ML,2021-12-20 23:34:01,13.9061,-4.5533,71.8,14,43,10.2
259,Christchurch,NZ,2021-12-20 23:33:36,-43.5333,172.6333,79.0,31,0,10.0
260,Veraval,IN,2021-12-20 23:34:01,20.9,70.3667,68.07,29,0,7.4
261,Bull Savanna,JM,2021-12-20 23:34:01,17.8868,-77.5902,74.32,77,2,6.62
262,Nampa,US,2021-12-20 23:33:00,43.5407,-116.5635,44.71,82,75,5.75
263,Sao Felix Do Xingu,BR,2021-12-20 23:34:02,-6.6447,-51.995,74.14,98,100,0.89
264,Hambantota,LK,2021-12-20 23:34:02,6.1241,81.1185,75.33,86,57,8.75
265,Ola,RU,2021-12-20 23:34:02,59.5833,151.2833,2.14,97,98,7.23
266,Nabire,ID,2021-12-20 23:34:03,-3.3667,135.4833,83.16,70,98,1.77
267,Kitgum,UG,2021-12-20 23:34:03,3.2783,32.8867,71.35,67,99,4.7
268,Rincon De La Victoria,ES,2021-12-20 23:34:03,36.7172,-4.2758,59.09,79,97,2.86
269,Pital,CO,2021-12-20 23:34:04,2.2665,-75.8044,71.71,85,97,1.5
270,Tamworth,GB,2021-12-20 23:34:01,52.634,-1.6959,40.82,80,100,1.01
